dt,time_hr,place,price_actual
7/7/2022,9,belgium,314.75
7/7/2022,10,belgium,295.93
7/7/2022,11,belgium,286.11
7/7/2022,12,belgium,266.14
7/7/2022,13,belgium,268.92
7/7/2022,14,belgium,259.37
7/7/2022,15,belgium,249.13
7/7/2022,16,belgium,230.86
7/7/2022,17,belgium,247.12
7/7/2022,18,belgium,311.66
7/7/2022,19,belgium,313.48
7/7/2022,20,belgium,341.5
7/7/2022,21,belgium,349.75
7/7/2022,22,belgium,353.32
7/7/2022,23,belgium,335.31
7/8/2022,0,belgium,360.06
7/8/2022,1,belgium,306.99
7/8/2022,2,belgium,291.6
7/8/2022,3,belgium,271.65
7/8/2022,4,belgium,251.72
7/8/2022,5,belgium,292.2
7/8/2022,6,belgium,388.29
7/8/2022,7,belgium,443.74
7/8/2022,8,belgium,436.11
7/8/2022,9,belgium,405.01
7/8/2022,10,belgium,372.72
7/8/2022,11,belgium,335.84
7/8/2022,12,belgium,294.83
7/8/2022,13,belgium,307.72
7/8/2022,14,belgium,316.65
7/8/2022,15,belgium,283.73
7/8/2022,16,belgium,279.85
7/8/2022,17,belgium,317
7/8/2022,18,belgium,368.51
7/8/2022,19,belgium,416.35
7/8/2022,20,belgium,433.85
7/8/2022,21,belgium,432.18
7/8/2022,22,belgium,432.38
7/8/2022,23,belgium,395.53
7/9/2022,0,belgium,350
7/9/2022,1,belgium,290.3
7/9/2022,2,belgium,302.99
7/9/2022,3,belgium,306.13
7/9/2022,4,belgium,279.16
7/9/2022,5,belgium,282.15
7/9/2022,6,belgium,246.51
7/9/2022,7,belgium,282.42
7/9/2022,8,belgium,248.12
7/9/2022,9,belgium,256.76
7/9/2022,10,belgium,222
7/9/2022,11,belgium,204.2
7/9/2022,12,belgium,207.75
7/9/2022,13,belgium,194.22
7/9/2022,14,belgium,142.85
7/9/2022,15,belgium,134.75
7/9/2022,16,belgium,138.81
7/9/2022,17,belgium,192.61
7/9/2022,18,belgium,193.57
7/9/2022,19,belgium,249.93
7/9/2022,20,belgium,283.76
7/9/2022,21,belgium,279.22
7/9/2022,22,belgium,300.92
7/9/2022,23,belgium,291.51
7/10/2022,0,belgium,226.87
7/10/2022,1,belgium,193.42
7/10/2022,2,belgium,195.18
7/10/2022,3,belgium,151.33
7/10/2022,4,belgium,154.19
7/10/2022,5,belgium,141.58
7/10/2022,6,belgium,144.69
7/10/2022,7,belgium,148.64
7/10/2022,8,belgium,106.52
7/10/2022,9,belgium,115.1
7/10/2022,10,belgium,127.31
7/10/2022,11,belgium,100
7/10/2022,12,belgium,220
7/10/2022,13,belgium,158
7/10/2022,14,belgium,167.2
7/10/2022,15,belgium,136.6
7/10/2022,16,belgium,101.15
7/10/2022,17,belgium,180
7/10/2022,18,belgium,241.83
7/10/2022,19,belgium,322.13
7/10/2022,20,belgium,369.9
7/10/2022,21,belgium,378.07
7/10/2022,22,belgium,390.02
7/10/2022,23,belgium,371.71
7/11/2022,0,belgium,320.08
7/11/2022,1,belgium,277.99
7/11/2022,2,belgium,275.87
7/11/2022,3,belgium,269.19
7/11/2022,4,belgium,272.05
7/11/2022,5,belgium,298
7/11/2022,6,belgium,395.95
7/11/2022,7,belgium,415.08
7/11/2022,8,belgium,433.97
7/11/2022,9,belgium,416.21
7/11/2022,10,belgium,404.95
7/11/2022,11,belgium,396.9
7/11/2022,12,belgium,358
7/11/2022,13,belgium,363
7/11/2022,14,belgium,328.65
7/11/2022,15,belgium,290.77
7/11/2022,16,belgium,260.39
7/11/2022,17,belgium,329.3
7/11/2022,18,belgium,403.36
7/11/2022,19,belgium,458.03
7/11/2022,20,belgium,469.9
7/11/2022,21,belgium,452.12
7/11/2022,22,belgium,450.05
7/11/2022,23,belgium,419.15
7/12/2022,0,belgium,395.49
7/12/2022,1,belgium,349.57
7/12/2022,2,belgium,330.04
7/12/2022,3,belgium,331.5
7/12/2022,4,belgium,334.34
7/12/2022,5,belgium,362.1
7/12/2022,6,belgium,419.64
7/12/2022,7,belgium,453.66
7/12/2022,8,belgium,448.9
7/12/2022,9,belgium,302.87
7/12/2022,10,belgium,316.09
7/12/2022,11,belgium,329.28
7/12/2022,12,belgium,281.44
7/12/2022,13,belgium,331.9
7/12/2022,14,belgium,315.47
7/12/2022,15,belgium,320
7/12/2022,16,belgium,336.45
7/12/2022,17,belgium,399.94
7/12/2022,18,belgium,423.64
7/12/2022,19,belgium,447.1
7/12/2022,20,belgium,504.32
7/12/2022,21,belgium,480
7/12/2022,22,belgium,467.35
7/12/2022,23,belgium,400
7/13/2022,0,belgium,416.05
7/13/2022,1,belgium,365.61
7/13/2022,2,belgium,323.37
7/13/2022,3,belgium,316.24
7/13/2022,4,belgium,325.04
7/13/2022,5,belgium,332.22
7/13/2022,6,belgium,411.97
7/13/2022,7,belgium,435
7/13/2022,8,belgium,450
7/13/2022,9,belgium,453.01
7/13/2022,10,belgium,417.9
7/13/2022,11,belgium,398.61
7/13/2022,12,belgium,307.74
7/13/2022,13,belgium,289.59
7/13/2022,14,belgium,229.9
7/13/2022,15,belgium,305
7/13/2022,16,belgium,329.83
7/13/2022,17,belgium,380.09
7/13/2022,18,belgium,433.18
7/13/2022,19,belgium,424.86
7/13/2022,20,belgium,444.91
7/13/2022,21,belgium,443.43
7/13/2022,22,belgium,455.74
7/13/2022,23,belgium,411.75
7/14/2022,0,belgium,411.36
7/14/2022,1,belgium,378.06
7/14/2022,2,belgium,345.47
7/14/2022,3,belgium,334.1
7/14/2022,4,belgium,335.01
7/14/2022,5,belgium,371.63
7/14/2022,6,belgium,421.32
7/14/2022,7,belgium,433.31
7/14/2022,8,belgium,434.07
7/14/2022,9,belgium,419.94
7/14/2022,10,belgium,379.9
7/14/2022,11,belgium,370.3
7/14/2022,12,belgium,352.17
7/14/2022,13,belgium,320.18
7/14/2022,14,belgium,277.72
7/14/2022,15,belgium,265.17
7/14/2022,16,belgium,286.32
7/14/2022,17,belgium,349.33
7/14/2022,18,belgium,395.84
7/14/2022,19,belgium,418.39
7/14/2022,20,belgium,436.92
7/14/2022,21,belgium,434.64
7/14/2022,22,belgium,423.57
7/14/2022,23,belgium,400.04
7/15/2022,0,belgium,350
7/15/2022,1,belgium,320.07
7/15/2022,2,belgium,308.86
7/15/2022,3,belgium,305.01
7/15/2022,4,belgium,307.55
7/15/2022,5,belgium,330
7/15/2022,6,belgium,404.9
7/15/2022,7,belgium,429.92
7/15/2022,8,belgium,417.33
7/15/2022,9,belgium,373.72
7/15/2022,10,belgium,339.61
7/15/2022,11,belgium,296.62
7/15/2022,12,belgium,312.9
7/15/2022,13,belgium,290.74
7/15/2022,14,belgium,292.94
7/15/2022,15,belgium,312.06
7/15/2022,16,belgium,293.91
7/15/2022,17,belgium,327.79
7/15/2022,18,belgium,406.08
7/15/2022,19,belgium,420.73
7/15/2022,20,belgium,430.54
7/15/2022,21,belgium,433.99
7/15/2022,22,belgium,432.89
7/15/2022,23,belgium,415.43
7/16/2022,0,belgium,384.91
7/16/2022,1,belgium,349.96
7/16/2022,2,belgium,305.9
7/16/2022,3,belgium,287.61
7/16/2022,4,belgium,287.2
7/16/2022,5,belgium,279.36
7/16/2022,6,belgium,256.71
7/16/2022,7,belgium,254.44
7/16/2022,8,belgium,223
7/16/2022,9,belgium,205.32
7/16/2022,10,belgium,149.36
7/16/2022,11,belgium,154.76
7/16/2022,12,belgium,151.44
7/16/2022,13,belgium,93.67
7/16/2022,14,belgium,82.09
7/16/2022,15,belgium,92.61
7/16/2022,16,belgium,96.42
7/16/2022,17,belgium,108.49
7/16/2022,18,belgium,258.42
7/16/2022,19,belgium,313.49
7/16/2022,20,belgium,336
7/16/2022,21,belgium,344.25
7/16/2022,22,belgium,357.55
7/16/2022,23,belgium,331.77
7/17/2022,0,belgium,290.06
7/17/2022,1,belgium,240.8
7/17/2022,2,belgium,200.32
7/17/2022,3,belgium,193.66
7/17/2022,4,belgium,195.3
7/17/2022,5,belgium,191.62
7/17/2022,6,belgium,196.07
7/17/2022,7,belgium,190.32
7/17/2022,8,belgium,189.51
7/17/2022,9,belgium,171.97
7/17/2022,10,belgium,133
7/17/2022,11,belgium,129.01
7/17/2022,12,belgium,107.62
7/17/2022,13,belgium,30.6
7/17/2022,14,belgium,-9.02
7/17/2022,15,belgium,73.43
7/17/2022,16,belgium,118.85
7/17/2022,17,belgium,197.86
7/17/2022,18,belgium,344.42
7/17/2022,19,belgium,374.53
7/17/2022,20,belgium,384.85
7/17/2022,21,belgium,434.95
7/17/2022,22,belgium,382.6
7/17/2022,23,belgium,389.1
7/18/2022,0,belgium,389.77
7/18/2022,1,belgium,328.49
7/18/2022,2,belgium,299.23
7/18/2022,3,belgium,282.44
7/18/2022,4,belgium,286.72
7/18/2022,5,belgium,305.47
7/18/2022,6,belgium,393.07
7/18/2022,7,belgium,424.94
7/18/2022,8,belgium,378.97
7/18/2022,9,belgium,389
7/18/2022,10,belgium,329.73
7/18/2022,11,belgium,353.68
7/18/2022,12,belgium,278.4
7/18/2022,13,belgium,266.66
7/18/2022,14,belgium,307.6
7/18/2022,15,belgium,410.47
7/18/2022,16,belgium,374.29
7/18/2022,17,belgium,444.34
7/18/2022,18,belgium,645.8
7/18/2022,19,belgium,627.66
7/18/2022,20,belgium,680.28
7/18/2022,21,belgium,599.98
7/18/2022,22,belgium,530.13
7/18/2022,23,belgium,469.86
7/19/2022,0,belgium,402.46
7/19/2022,1,belgium,368.99
7/19/2022,2,belgium,331
7/19/2022,3,belgium,325.24
7/19/2022,4,belgium,318.72
7/19/2022,5,belgium,350.98
7/19/2022,6,belgium,440
7/19/2022,7,belgium,477.74
7/19/2022,8,belgium,349.12
7/19/2022,9,belgium,324.7
7/19/2022,10,belgium,301.5
7/19/2022,11,belgium,280.3
7/19/2022,12,belgium,320.74
7/19/2022,13,belgium,272.85
7/19/2022,14,belgium,354.15
7/19/2022,15,belgium,365.62
7/19/2022,16,belgium,280.5
7/19/2022,17,belgium,375.05
7/19/2022,18,belgium,370.34
7/19/2022,19,belgium,499.51
7/19/2022,20,belgium,475.65
7/19/2022,21,belgium,370.14
7/19/2022,22,belgium,290.62
7/19/2022,23,belgium,262.3
7/20/2022,0,belgium,265
7/20/2022,1,belgium,250
7/20/2022,2,belgium,308.67
7/20/2022,3,belgium,283.37
7/20/2022,4,belgium,246.82
7/20/2022,5,belgium,247.03
7/20/2022,6,belgium,315.56
7/20/2022,7,belgium,400.1
7/20/2022,8,belgium,431.54
7/20/2022,9,belgium,480
7/20/2022,10,belgium,290.8
7/20/2022,11,belgium,350.1
7/20/2022,12,belgium,270.9
7/20/2022,13,belgium,276.54
7/20/2022,14,belgium,343.85
7/20/2022,15,belgium,320.14
7/20/2022,16,belgium,400
7/20/2022,17,belgium,456.06
7/20/2022,18,belgium,372.17
7/20/2022,19,belgium,377.01
7/20/2022,20,belgium,395
7/20/2022,21,belgium,339.9
7/20/2022,22,belgium,372.23
7/20/2022,23,belgium,343.27
7/21/2022,0,belgium,320.77
7/21/2022,1,belgium,314.29
7/21/2022,2,belgium,322.53
7/21/2022,3,belgium,322.45
7/21/2022,4,belgium,322.37
7/21/2022,5,belgium,328.65
7/21/2022,6,belgium,423
7/21/2022,7,belgium,429.09
7/21/2022,8,belgium,358.86
7/21/2022,9,belgium,378.6
7/21/2022,10,belgium,321.7
7/21/2022,11,belgium,362.88
7/21/2022,12,belgium,301.67
7/21/2022,13,belgium,306.23
7/21/2022,14,belgium,342.51
7/21/2022,15,belgium,266.07
7/21/2022,16,belgium,300.03
7/21/2022,17,belgium,316.35
7/21/2022,18,belgium,365
7/21/2022,19,belgium,385.07
7/21/2022,20,belgium,408.64
7/21/2022,21,belgium,405.6
7/21/2022,22,belgium,419.52
7/21/2022,23,belgium,358.66
7/22/2022,0,belgium,361.98
7/22/2022,1,belgium,293
7/22/2022,2,belgium,290.06
7/22/2022,3,belgium,290.48
7/22/2022,4,belgium,297.07
7/22/2022,5,belgium,276.57
7/22/2022,6,belgium,402.88
7/22/2022,7,belgium,410.66
7/22/2022,8,belgium,394.1
7/22/2022,9,belgium,389.13
7/22/2022,10,belgium,350.1
7/22/2022,11,belgium,319.21
7/22/2022,12,belgium,284.57
7/22/2022,13,belgium,241.03
7/22/2022,14,belgium,272.95
7/22/2022,15,belgium,284.77
7/22/2022,16,belgium,274.89
7/22/2022,17,belgium,328.8
7/22/2022,18,belgium,424.38
7/22/2022,19,belgium,403.35
7/22/2022,20,belgium,412.8
7/22/2022,21,belgium,381.1
7/22/2022,22,belgium,415.66
7/22/2022,23,belgium,350
7/23/2022,0,belgium,386.91
7/23/2022,1,belgium,344.67
7/23/2022,2,belgium,351.99
7/23/2022,3,belgium,337.01
7/23/2022,4,belgium,332.04
7/23/2022,5,belgium,331.27
7/23/2022,6,belgium,337.03
7/23/2022,7,belgium,333.12
7/23/2022,8,belgium,343.78
7/23/2022,9,belgium,349.36
7/23/2022,10,belgium,330.1
7/23/2022,11,belgium,297.92
7/23/2022,12,belgium,265.66
7/23/2022,13,belgium,279
7/23/2022,14,belgium,245.8
7/23/2022,15,belgium,237.51
7/23/2022,16,belgium,241
7/23/2022,17,belgium,274.89
7/23/2022,18,belgium,324.48
7/23/2022,19,belgium,366.25
7/23/2022,20,belgium,369.3
7/23/2022,21,belgium,394.24
7/23/2022,22,belgium,356.71
7/23/2022,23,belgium,307
7/24/2022,0,belgium,393.26
7/24/2022,1,belgium,379.24
7/24/2022,2,belgium,355.06
7/24/2022,3,belgium,331
7/24/2022,4,belgium,316.18
7/24/2022,5,belgium,302.82
7/24/2022,6,belgium,272.76
7/24/2022,7,belgium,260.93
7/24/2022,8,belgium,222.88
7/24/2022,9,belgium,202.57
7/24/2022,10,belgium,191.26
7/24/2022,11,belgium,140.41
7/24/2022,12,belgium,141.5
7/24/2022,13,belgium,-89.95
7/24/2022,14,belgium,-82.11
7/24/2022,15,belgium,-14.99
7/24/2022,16,belgium,109.89
7/24/2022,17,belgium,238.1
7/24/2022,18,belgium,341.83
7/24/2022,19,belgium,344.72
7/24/2022,20,belgium,321
7/24/2022,21,belgium,375
7/24/2022,22,belgium,332.15
7/24/2022,23,belgium,340.55
7/25/2022,0,belgium,346.4
7/25/2022,1,belgium,276.76
7/25/2022,2,belgium,280.63
7/25/2022,3,belgium,266.03
7/25/2022,4,belgium,261.71
7/25/2022,5,belgium,286.29
7/25/2022,6,belgium,375.08
7/25/2022,7,belgium,410.14
7/25/2022,8,belgium,411.86
7/25/2022,9,belgium,313.94
7/25/2022,10,belgium,256.07
7/25/2022,11,belgium,235.92
7/25/2022,12,belgium,233.22
7/25/2022,13,belgium,231.32
7/25/2022,14,belgium,220.04
7/25/2022,15,belgium,170.6
7/25/2022,16,belgium,216.19
7/25/2022,17,belgium,214.6
7/25/2022,18,belgium,277.8
7/25/2022,19,belgium,357.5
7/25/2022,20,belgium,363.71
7/25/2022,21,belgium,376.11
7/25/2022,22,belgium,373.52
7/25/2022,23,belgium,321.21
7/26/2022,0,belgium,274.33
7/26/2022,1,belgium,272.1
7/26/2022,2,belgium,247.01
7/26/2022,3,belgium,294.36
7/26/2022,4,belgium,292.5
7/26/2022,5,belgium,330
7/26/2022,6,belgium,390.4
7/26/2022,7,belgium,362.66
7/26/2022,8,belgium,411.93
7/26/2022,9,belgium,362.2
7/26/2022,10,belgium,344.2
7/26/2022,11,belgium,307.8
7/26/2022,12,belgium,323
7/26/2022,13,belgium,292.15
7/26/2022,14,belgium,248.2
7/26/2022,15,belgium,265
7/26/2022,16,belgium,222.83
7/26/2022,17,belgium,250.06
7/26/2022,18,belgium,380
7/26/2022,19,belgium,379.46
7/26/2022,20,belgium,400.06
7/26/2022,21,belgium,411.91
7/26/2022,22,belgium,403.21
7/26/2022,23,belgium,399.2
7/27/2022,0,belgium,390.16
7/27/2022,1,belgium,327.54
7/27/2022,2,belgium,324.73
7/27/2022,3,belgium,337.7
7/27/2022,4,belgium,336.85
7/27/2022,5,belgium,365.95
7/27/2022,6,belgium,460
7/27/2022,7,belgium,497.14
7/27/2022,8,belgium,446.6
7/27/2022,9,belgium,409.7
7/27/2022,10,belgium,390.87
7/27/2022,11,belgium,378
7/27/2022,12,belgium,272.41
7/27/2022,13,belgium,325.68
7/27/2022,14,belgium,300.6
7/27/2022,15,belgium,320.95
7/27/2022,16,belgium,364.19
7/27/2022,17,belgium,424.4
7/27/2022,18,belgium,420.63
7/27/2022,19,belgium,428.52
7/27/2022,20,belgium,439.93
7/27/2022,21,belgium,420.68
7/27/2022,22,belgium,420.69
7/27/2022,23,belgium,346.6
7/28/2022,0,belgium,437.79
7/28/2022,1,belgium,400.91
7/28/2022,2,belgium,399.97
7/28/2022,3,belgium,398.74
7/28/2022,4,belgium,399.97
7/28/2022,5,belgium,400.04
7/28/2022,6,belgium,485.97
7/28/2022,7,belgium,475.98
7/28/2022,8,belgium,421.07
7/28/2022,9,belgium,380.66
7/28/2022,10,belgium,360.18
7/28/2022,11,belgium,308.04
7/28/2022,12,belgium,309.76
7/28/2022,13,belgium,382.96
7/28/2022,14,belgium,346.52
7/28/2022,15,belgium,295.98
7/28/2022,16,belgium,386.29
7/28/2022,17,belgium,470.36
7/28/2022,18,belgium,469.3
7/28/2022,19,belgium,534.16
7/28/2022,20,belgium,517.89
7/28/2022,21,belgium,485
7/28/2022,22,belgium,468
7/28/2022,23,belgium,361.5
7/29/2022,0,belgium,303.3
7/29/2022,1,belgium,328.73
7/29/2022,2,belgium,342.89
7/29/2022,3,belgium,388.51
7/29/2022,4,belgium,374.83
7/29/2022,5,belgium,386.7
7/29/2022,6,belgium,463.16
7/29/2022,7,belgium,498.52
7/29/2022,8,belgium,498.72
7/29/2022,9,belgium,456.03
7/29/2022,10,belgium,389.17
7/29/2022,11,belgium,320.23
7/29/2022,12,belgium,208.01
7/29/2022,13,belgium,334.36
7/29/2022,14,belgium,322
7/29/2022,15,belgium,330
7/29/2022,16,belgium,290.72
7/29/2022,17,belgium,412.35
7/29/2022,18,belgium,449.68
7/29/2022,19,belgium,436.6
7/29/2022,20,belgium,504.68
7/29/2022,21,belgium,456.47
7/29/2022,22,belgium,434.24
7/29/2022,23,belgium,329.98
7/30/2022,0,belgium,425
7/30/2022,1,belgium,404.3
7/30/2022,2,belgium,405
7/30/2022,3,belgium,395.85
7/30/2022,4,belgium,377.06
7/30/2022,5,belgium,383.98
7/30/2022,6,belgium,406.78
7/30/2022,7,belgium,423.02
7/30/2022,8,belgium,412.72
7/30/2022,9,belgium,384.27
7/30/2022,10,belgium,303.37
7/30/2022,11,belgium,303.97
7/30/2022,12,belgium,278.75
7/30/2022,13,belgium,205.61
7/30/2022,14,belgium,230.37
7/30/2022,15,belgium,288.4
7/30/2022,16,belgium,303.17
7/30/2022,17,belgium,361.74
7/30/2022,18,belgium,426.15
7/30/2022,19,belgium,454.14
7/30/2022,20,belgium,468.45
7/30/2022,21,belgium,466.69
7/30/2022,22,belgium,449.19
7/30/2022,23,belgium,432.86
7/31/2022,0,belgium,382.79
7/31/2022,1,belgium,339.88
7/31/2022,2,belgium,300.1
7/31/2022,3,belgium,293.05
7/31/2022,4,belgium,271.3
7/31/2022,5,belgium,271.3
7/31/2022,6,belgium,261.03
7/31/2022,7,belgium,264.8
7/31/2022,8,belgium,300.01
7/31/2022,9,belgium,286.37
7/31/2022,10,belgium,261.1
7/31/2022,11,belgium,255.76
7/31/2022,12,belgium,263.08
7/31/2022,13,belgium,219.08
7/31/2022,14,belgium,208.74
7/31/2022,15,belgium,226.08
7/31/2022,16,belgium,252.07
7/31/2022,17,belgium,316.01
7/31/2022,18,belgium,394.79
7/31/2022,19,belgium,449.55
7/31/2022,20,belgium,452.95
7/31/2022,21,belgium,462.5
7/31/2022,22,belgium,449.55
7/31/2022,23,belgium,398.5
8/1/2022,0,belgium,385.06
8/1/2022,1,belgium,344.06
8/1/2022,2,belgium,338.81
8/1/2022,3,belgium,320.86
8/1/2022,4,belgium,329.72
8/1/2022,5,belgium,380
8/1/2022,6,belgium,429.66
8/1/2022,7,belgium,467.91
8/1/2022,8,belgium,474.9
8/1/2022,9,belgium,461.66
8/1/2022,10,belgium,446.72
8/1/2022,11,belgium,433.25
8/1/2022,12,belgium,385.88
8/1/2022,13,belgium,344.81
8/1/2022,14,belgium,310.97
8/1/2022,15,belgium,317.82
8/1/2022,16,belgium,344.65
8/1/2022,17,belgium,397.27
8/1/2022,18,belgium,421.24
8/1/2022,19,belgium,434.33
8/1/2022,20,belgium,473.33
8/1/2022,21,belgium,469.99
8/1/2022,22,belgium,475.62
8/1/2022,23,belgium,408.11
8/2/2022,0,belgium,440.98
8/2/2022,1,belgium,390.1
8/2/2022,2,belgium,382.1
8/2/2022,3,belgium,359.89
8/2/2022,4,belgium,352.69
8/2/2022,5,belgium,393.03
8/2/2022,6,belgium,457.04
8/2/2022,7,belgium,479.9
8/2/2022,8,belgium,478.9
8/2/2022,9,belgium,363.5
8/2/2022,10,belgium,331.7
8/2/2022,11,belgium,250
8/2/2022,12,belgium,75.46
8/2/2022,13,belgium,92.29
8/2/2022,14,belgium,-37.56
8/2/2022,15,belgium,-2.01
8/2/2022,16,belgium,179
8/2/2022,17,belgium,179.13
8/2/2022,18,belgium,299.1
8/2/2022,19,belgium,367.31
8/2/2022,20,belgium,329.44
8/2/2022,21,belgium,379.22
8/2/2022,22,belgium,386.8
8/2/2022,23,belgium,387.2
8/3/2022,0,belgium,244.6
8/3/2022,1,belgium,297.93
8/3/2022,2,belgium,218.9
8/3/2022,3,belgium,326.3
8/3/2022,4,belgium,329.96
8/3/2022,5,belgium,339.1
8/3/2022,6,belgium,397.66
8/3/2022,7,belgium,397.46
8/3/2022,8,belgium,323.88
8/3/2022,9,belgium,314.8
8/3/2022,10,belgium,288
8/3/2022,11,belgium,272.4
8/3/2022,12,belgium,230.48
8/3/2022,13,belgium,237.35
8/3/2022,14,belgium,259
8/3/2022,15,belgium,285.6
8/3/2022,16,belgium,249.8
8/3/2022,17,belgium,291.4
8/3/2022,18,belgium,343.62
8/3/2022,19,belgium,441.19
8/3/2022,20,belgium,447.91
8/3/2022,21,belgium,444.8
8/3/2022,22,belgium,425.87
8/3/2022,23,belgium,382.32
8/4/2022,0,belgium,450.3
8/4/2022,1,belgium,414.26
8/4/2022,2,belgium,375.07
8/4/2022,3,belgium,348.49
8/4/2022,4,belgium,345.3
8/4/2022,5,belgium,375.07
8/4/2022,6,belgium,451.37
8/4/2022,7,belgium,480.1
8/4/2022,8,belgium,485.4
8/4/2022,9,belgium,427.1
8/4/2022,10,belgium,352
8/4/2022,11,belgium,287.5
8/4/2022,12,belgium,250
8/4/2022,13,belgium,233.9
8/4/2022,14,belgium,255.6
8/4/2022,15,belgium,386.36
8/4/2022,16,belgium,302.4
8/4/2022,17,belgium,420.3
8/4/2022,18,belgium,500.38
8/4/2022,19,belgium,491.69
8/4/2022,20,belgium,500.1
8/4/2022,21,belgium,476.18
8/4/2022,22,belgium,491.49
8/4/2022,23,belgium,380.33
8/5/2022,0,belgium,405.86
8/5/2022,1,belgium,358.18
8/5/2022,2,belgium,337.64
8/5/2022,3,belgium,339.17
8/5/2022,4,belgium,338.52
8/5/2022,5,belgium,390.05
8/5/2022,6,belgium,449.91
8/5/2022,7,belgium,468
8/5/2022,8,belgium,483.91
8/5/2022,9,belgium,418.7
8/5/2022,10,belgium,417.83
8/5/2022,11,belgium,356
8/5/2022,12,belgium,311.3
8/5/2022,13,belgium,302.81
8/5/2022,14,belgium,314.2
8/5/2022,15,belgium,269.2
8/5/2022,16,belgium,252.44
8/5/2022,17,belgium,291.18
8/5/2022,18,belgium,350
8/5/2022,19,belgium,411.01
8/5/2022,20,belgium,423.47
8/5/2022,21,belgium,437.3
8/5/2022,22,belgium,429.91
8/5/2022,23,belgium,386.55
8/6/2022,0,belgium,361.76
8/6/2022,1,belgium,315.05
8/6/2022,2,belgium,308.59
8/6/2022,3,belgium,276.45
8/6/2022,4,belgium,267.76
8/6/2022,5,belgium,280.08
8/6/2022,6,belgium,290.83
8/6/2022,7,belgium,315.03
8/6/2022,8,belgium,309.56
8/6/2022,9,belgium,273.35
8/6/2022,10,belgium,256.57
8/6/2022,11,belgium,221.58
8/6/2022,12,belgium,263.5
8/6/2022,13,belgium,165.98
8/6/2022,14,belgium,133.82
8/6/2022,15,belgium,145.32
8/6/2022,16,belgium,190.34
8/6/2022,17,belgium,239.05
8/6/2022,18,belgium,318.14
8/6/2022,19,belgium,372.45
8/6/2022,20,belgium,396.75
8/6/2022,21,belgium,380.58
8/6/2022,22,belgium,369.08
8/6/2022,23,belgium,324.98
8/7/2022,0,belgium,277.89
8/7/2022,1,belgium,232.85
8/7/2022,2,belgium,218.28
8/7/2022,3,belgium,206.4
8/7/2022,4,belgium,200.47
8/7/2022,5,belgium,205.23
8/7/2022,6,belgium,205
8/7/2022,7,belgium,206.29
8/7/2022,8,belgium,162.27
8/7/2022,9,belgium,142.7
8/7/2022,10,belgium,100
8/7/2022,11,belgium,87.69
8/7/2022,12,belgium,86.82
8/7/2022,13,belgium,70.73
8/7/2022,14,belgium,70.8
8/7/2022,15,belgium,86
8/7/2022,16,belgium,102.82
8/7/2022,17,belgium,199.42
8/7/2022,18,belgium,301.67
8/7/2022,19,belgium,393.3
8/7/2022,20,belgium,421.99
8/7/2022,21,belgium,419.92
8/7/2022,22,belgium,401.86
8/7/2022,23,belgium,359.42
8/8/2022,0,belgium,310.08
8/8/2022,1,belgium,271.53
8/8/2022,2,belgium,265.15
8/8/2022,3,belgium,278.36
8/8/2022,4,belgium,272.85
8/8/2022,5,belgium,310.38
8/8/2022,6,belgium,363.41
8/8/2022,7,belgium,410
8/8/2022,8,belgium,414.68
8/8/2022,9,belgium,384.55
8/8/2022,10,belgium,339.29
8/8/2022,11,belgium,284.01
8/8/2022,12,belgium,254.53
8/8/2022,13,belgium,271.51
8/8/2022,14,belgium,266.14
8/8/2022,15,belgium,300.1
8/8/2022,16,belgium,328.34
8/8/2022,17,belgium,406.02
8/8/2022,18,belgium,439.93
8/8/2022,19,belgium,495.9
8/8/2022,20,belgium,493.83
8/8/2022,21,belgium,455
8/8/2022,22,belgium,429.15
8/8/2022,23,belgium,391.2
8/9/2022,0,belgium,330.76
8/9/2022,1,belgium,298.92
8/9/2022,2,belgium,298.95
8/9/2022,3,belgium,289.2
8/9/2022,4,belgium,295.75
8/9/2022,5,belgium,320.01
8/9/2022,6,belgium,382.92
8/9/2022,7,belgium,414.98
8/9/2022,8,belgium,426.22
8/9/2022,9,belgium,383.99
8/9/2022,10,belgium,310.09
8/9/2022,11,belgium,282.41
8/9/2022,12,belgium,276.01
8/9/2022,13,belgium,251
8/9/2022,14,belgium,254.9
8/9/2022,15,belgium,263.68
8/9/2022,16,belgium,289.02
8/9/2022,17,belgium,350.94
8/9/2022,18,belgium,419.78
8/9/2022,19,belgium,469.8
8/9/2022,20,belgium,469.72
8/9/2022,21,belgium,428.67
8/9/2022,22,belgium,406.45
8/9/2022,23,belgium,343.31
8/10/2022,0,belgium,297.01
8/10/2022,1,belgium,286.98
8/10/2022,2,belgium,298.71
8/10/2022,3,belgium,285.6
8/10/2022,4,belgium,269.2
8/10/2022,5,belgium,292.03
8/10/2022,6,belgium,321.36
8/10/2022,7,belgium,383.81
8/10/2022,8,belgium,395.51
8/10/2022,9,belgium,356.26
8/10/2022,10,belgium,302.9
8/10/2022,11,belgium,271.33
8/10/2022,12,belgium,271.5
8/10/2022,13,belgium,231.7
8/10/2022,14,belgium,238.17
8/10/2022,15,belgium,262.6
8/10/2022,16,belgium,303.1
8/10/2022,17,belgium,353
8/10/2022,18,belgium,409.93
8/10/2022,19,belgium,449
8/10/2022,20,belgium,454.73
8/10/2022,21,belgium,420
8/10/2022,22,belgium,406.84
